,naics_code,fiscal_year,base_and_all_options_value
2861, OTHER MOTION PICTURE AND VIDEO INDUSTRIES,2016.0,1252799.57
2862, OTHER METALWORKING MACHINERY MANUFACTURING,2013.0,1257628.6300000001
2863, OTHER BUSINESS SERVICE CENTERS (INCLUDING COPY SHOPS),2010.0,1257685.4999999995
2864, EMPLOYMENT PLACEMENT AGENCIES,2016.0,1258113.16
2865, ALL OTHER AUTOMOTIVE REPAIR AND MAINTENANCE,2010.0,1261007.68
2866, AUTOMOTIVE GLASS REPLACEMENT SHOPS,2016.0,1261306.36
2867, OTHER MISCELLANEOUS NONDURABLE GOODS MERCHANT WHOLESALERS,2015.0,1261739.65
2868, FLOOR COVERING STORES,2015.0,1265634.7699999998
2869," SEWING, NEEDLEWORK, AND PIECE GOODS STORES",2011.0,1266523.53
2870, ALL OTHER HEALTH AND PERSONAL CARE STORES,2015.0,1267989.41
2871, FINFISH FISHING,2016.0,1268187.11
2872, RV (RECREATIONAL VEHICLE) PARKS AND CAMPGROUNDS,2010.0,1268651.3599999999
2873, CABLE AND OTHER SUBSCRIPTION PROGRAMMING,2014.0,1268815.0899999999
2874, INTERURBAN AND RURAL BUS TRANSPORTATION,2013.0,1269262.01
2875, REGULATION OF AGRICULTURAL MARKETING AND COMMODITIES,2010.0,1269530.7000000002
2876, OTHER NONFERROUS METAL FOUNDRIES (EXCEPT DIE-CASTING),2015.0,1273014.42
2877, REGULATION AND ADMINISTRATION OF TRANSPORTATION PROGRAMS,2013.0,1274458.7700000005
2878, ALL OTHER SUPPORT ACTIVITIES FOR TRANSPORTATION,2014.0,1276145.9599999997
2879, OTHER NONFERROUS FOUNDRIES (EXCEPT DIE-CASTING),2011.0,1276807.84
2880, SOLAR ELECTRIC POWER GENERATION,2013.0,1277140.7399999998
2881, REGULATION OF AGRICULTURAL MARKETING AND COMMODITIES,2012.0,1278654.24
2882, PORT AND HARBOR OPERATIONS,2014.0,1279835.2099999997
2883," GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS THAN TRUCKLOAD",2015.0,1280897.42
2884, PENSION FUNDS,2012.0,1281646.93
2885, DAIRY CATTLE AND MILK PRODUCTION,2013.0,1281935.55
2886, COMMERCIAL FLEXOGRAPHIC PRINTING,2012.0,1287375.58
2887, MUSICAL INSTRUMENT MANUFACTURING,2016.0,1287381.3099999996
2888, OTHER HOUSEHOLD TEXTILE PRODUCT MILLS,2013.0,1290033.1300000001
2889, MUSICAL GROUPS AND ARTISTS,2013.0,1290874.2599999998
2890, MARINAS,2011.0,1290884.95
2891, LIMOUSINE SERVICE,2014.0,1293150.4899999998
2892, INDUSTRIAL PROCESS FURNACE AND OVEN MANUFACTURING,2015.0,1294868.2299999997
2893, OTHER CHEMICAL AND FERTILIZER MINERAL MINING,2011.0,1294899.6799999997
2894, CONCRETE BLOCK AND BRICK MANUFACTURING,2016.0,1294928.22
2895, RUBBER PRODUCT MANUFACTURING FOR MECHANICAL USE,2015.0,1295585.8900000001
2896, AUTOMOBILE MANUFACTURING,2014.0,1297685.9
2897, MEN'S CLOTHING STORES,2015.0,1299042.79
2898," FINANCIAL TRANSACTIONS PROCESSING, RESERVE, AND CLEARINGHOUSE ACTIVITIES",2010.0,1301104.25
2899, FROZEN SPECIALTY FOOD MANUFACTURING,2010.0,1302227.1800000004
2900, OTHER CHEMICAL AND FERTILIZER MINERAL MINING,2012.0,1303934.3399999999
2901," SCENIC AND SIGHTSEEING TRANSPORTATION, WATER",2011.0,1304196.13
2902, OTHER NONCITRUS FRUIT FARMING,2010.0,1305324.0
2903, CARPET AND RUG MILLS,2014.0,1305726.0100000002
2904, OTHER BUILDING MATERIAL DEALERS,2014.0,1305760.4499999997
2905, INDUSTRIAL SAND MINING,2012.0,1308028.1700000002
2906, SOUND RECORDING STUDIOS,2012.0,1309821.63
2907, RENDERING AND MEAT BYPRODUCT PROCESSING,2012.0,1311543.7900000003
2908, ADMINISTRATION OF GENERAL ECONOMIC PROGRAMS,2014.0,1313607.53
2909, MEN'S AND BOYS' CUT AND SEW SHIRT (EXCEPT WORK SHIRT) MANUFACTURING,2012.0,1313728.7100000004
2910, PLATE WORK MANUFACTURING,2010.0,1314020.68
2911, RECYCLABLE MATERIAL MERCHANT WHOLESALERS,2015.0,1314292.39
2912, SYNTHETIC DYE AND PIGMENT MANUFACTURING,2016.0,1314471.52
2913, CAR WASHES,2013.0,1319179.0699999996
2914, ALL OTHER HEAVY CONSTRUCTION,2011.0,1319790.97
2915, SEMICONDUCTOR MACHINERY MANUFACTURING,2015.0,1324009.4100000001
2916," FLOWER, NURSERY STOCK, AND FLORISTS' SUPPLIES MERCHANT WHOLESALERS",2012.0,1326453.3699999996
2917, AUTOMOTIVE PARTS AND ACCESSORIES STORES,2014.0,1327059.0700000008
2918," WOMEN'S, GIRLS', AND INFANTS' CUT AND SEW APPAREL MANUFACTURING",2015.0,1330361.7
2919, LIQUEFIED PETROLEUM GAS (BOTTLED GAS) DEALERS,2016.0,1334141.3499999999
2920, PLASTICS AND RUBBER INDUSTRY MACHINERY MANUFACTURING,2015.0,1335763.9999999998
2921," NURSERY, GARDEN CENTER, AND FARM SUPPLY STORES",2010.0,1335987.78
2922, MOTOR VEHICLE AIR-CONDITIONING MANUFACTURING,2010.0,1337666.38
2923, DIE-CUT PAPER AND PAPERBOARD OFFICE SUPPLIES MANUFACTURING,2010.0,1338094.8099999996
2924," BLANKBOOK, LOOSELEAF BINDERS, AND DEVICES MANUFACTURING",2010.0,1340051.9300000002
2925, ALL OTHER TRAVELER ACCOMMODATION,2012.0,1348209.8499999999
2926, DIRECT PROPERTY AND CASUALTY INSURANCE CARRIERS,2016.0,1348611.58
2927," PHOTOGRAPHIC FILM, PAPER, PLATE, AND CHEMICAL MANUFACTURING",2010.0,1349150.909999999
2928, MANUFACTURED HOME (MOBILE HOME) MANUFACTURING,2015.0,1349282.8600000003
2929, METAL SERVICE CENTERS AND OTHER METAL MERCHANT WHOLESALERS,2010.0,1352122.03
2930, PRIMARY ALUMINUM PRODUCTION,2011.0,1353362.6199999999
2931, SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,2014.0,1359856.83
2932, ALL OTHER LEATHER GOOD MANUFACTURING,2014.0,1360853.7900000003
2933, OTHER URBAN TRANSIT SYSTEMS,2012.0,1362755.46
2934, PROFESSIONAL EMPLOYER ORGANIZATIONS (FORMERLY EMPLOYEE LEASING SERVICES),2010.0,1363766.1700000004
2935, BARE PRINTED CIRCUIT BOARD MANUFACTURING,2010.0,1364011.8500000003
2936, KNIT FABRIC MILLS,2014.0,1365016.55
2937," NURSERY, GARDEN CENTER, AND FARM SUPPLY STORES",2015.0,1366306.7900000003
2938, NONFERROUS FORGING,2015.0,1371872.87
2939, IRON AND STEEL PIPE AND TUBE MANUFACTURING FROM PURCHASED STEEL,2010.0,1374938.3199999998
2940, SAW BLADE AND HANDSAW MANUFACTURING,2015.0,1375415.11
2941, HOUSEHOLD REFRIGERATOR AND HOME FREEZER MANUFACTURING,2013.0,1376026.3499999999
2942, FARM LABOR CONTRACTORS AND CREW LEADERS,2012.0,1377470.1800000002
2943, LIVESTOCK MERCHANT WHOLESALERS,2015.0,1378507.64
2944, APPRENTICESHIP TRAINING,2010.0,1378744.28
2945, FLUID POWER CYLINDER AND ACTUATOR MANUFACTURING,2015.0,1379061.85
2946, WINDOW TREATMENT STORES,2012.0,1381101.8499999999
2947, REFRIGERATION EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS,2016.0,1382305.91
2948, AMERICAN INDIAN AND ALASKA NATIVE TRIBAL GOVERNMENTS,2016.0,1384308.15
2949, EXECUTIVE SEARCH SERVICES,2015.0,1384660.05
2950, TIRE AND TUBE MERCHANT WHOLESALERS,2013.0,1385125.0700000003
2951, DIRECT LIFE INSURANCE CARRIERS,2014.0,1387478.94
2952, MEDIA BUYING AGENCIES,2012.0,1390414.0199999998
2953, ALL OTHER TRAVELER ACCOMMODATION,2016.0,1392755.52
2954, ALL OTHER HOME FURNISHINGS STORES,2012.0,1394849.3500000003
2955, HOUSEHOLD FURNITURE (EXCEPT WOOD AND METAL) MANUFACTURING,2016.0,1396598.98
2956, IRON FOUNDRIES,2011.0,1398092.2300000002
2957, RECREATIONAL GOODS RENTAL,2016.0,1398812.62
2958, ELEVATOR AND MOVING STAIRWAY MANUFACTURING,2014.0,1398865.8
2959, NATURE PARKS AND OTHER SIMILAR INSTITUTIONS,2012.0,1399628.23
2960, HARDWOOD VENEER AND PLYWOOD MANUFACTURING,2010.0,1402691.7299999997
2961, SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),2012.0,1403750.69
2962, TILE AND TERRAZZO CONTRACTORS,2015.0,1403928.27
2963, FUR-BEARING ANIMAL AND RABBIT PRODUCTION,2015.0,1405808.3599999999
2964, OTHER KNIT FABRIC AND LACE MILLS,2012.0,1406133.77
2965, LEATHER AND HIDE TANNING AND FINISHING,2016.0,1415609.55
2966, OFFICE MACHINERY MANUFACTURING,2016.0,1422150.9100000001
2967, DIRECT TITLE INSURANCE CARRIERS,2012.0,1422361.0200000003
2968, COMMUNITY FOOD SERVICES,2015.0,1422688.55
2969, PRINTING INK MANUFACTURING,2010.0,1425753.6399999997
2970, PAGING,2011.0,1427602.2699999998
2971, FINFISH FISHING,2014.0,1427617.97
2972, HISTORICAL SITES,2016.0,1427972.7200000002
2973, ART DEALERS,2015.0,1433878.4999999995
2974, BITUMINOUS COAL UNDERGROUND MINING,2013.0,1436800.0
2975, ADVERTISING MATERIAL DISTRIBUTION SERVICES,2011.0,1437999.6700000002
2976, BLIND AND SHADE MANUFACTURING,2016.0,1438500.4499999995
2977, UNLAMINATED PLASTICS FILM AND SHEET (EXCEPT PACKAGING) MANUFACTURING,2013.0,1441178.8300000003
2978," SPECIAL DIE AND TOOL, DIE SET, JIG, AND FIXTURE MANUFACTURING",2015.0,1441187.6900000002
2979, LAWN AND GARDEN TRACTOR AND HOME LAWN AND GARDEN EQUIPMENT MANUFACTURING,2014.0,1441252.0999999994
2980, TEXTILE AND FABRIC FINISHING (EXCEPT BROADWOVEN FABRIC) MILLS,2015.0,1441930.5
2981, FARM AND GARDEN MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS,2014.0,1444181.3900000004
2982, ALL OTHER BASIC ORGANIC CHEMICAL MANUFACTURING,2014.0,1444692.2900000003
2983, UNLAMINATED PLASTICS FILM AND SHEET (EXCEPT PACKAGING) MANUFACTURING,2015.0,1446971.0099999998
2984, CLOTHING ACCESSORIES STORES,2016.0,1448415.7299999997
2985," COPPER ROLLING, DRAWING, EXTRUDING, AND ALLOYING",2013.0,1448563.51
2986, NURSERY AND TREE PRODUCTION,2015.0,1456542.9
2987, MEN'S AND BOYS' CLOTHING AND FURNISHINGS MERCHANT WHOLESALERS,2013.0,1457601.5100000002
2988, JEWELRY AND SILVERWARE MANUFACTURING,2013.0,1459162.8800000006
2989," PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITHOUT FACILITIES",2016.0,1460465.1300000001
2990, HOME AND GARDEN EQUIPMENT REPAIR AND MAINTENANCE,2016.0,1462050.43
2991, OIL AND GAS FIELD MACHINERY AND EQUIPMENT MANUFACTURING,2016.0,1463084.78
2992, SHEET METAL WORK MANUFACTURING,2010.0,1463379.2400000002
2993, REGULATION OF AGRICULTURAL MARKETING AND COMMODITIES,2015.0,1463435.6500000001
2994, ARMORED CAR SERVICES,2010.0,1463447.9299999997
2995, CUSTOM ARCHITECTURAL WOODWORK AND MILLWORK MANUFACTURING,2016.0,1465657.75
2996, OTHER PAPERBOARD CONTAINER MANUFACTURING,2016.0,1465889.1099999996
2997, FLAVORING SYRUP AND CONCENTRATE MANUFACTURING,2015.0,1466513.4799999993
2998, COOKIE AND CRACKER MANUFACTURING,2015.0,1467111.26
2999, TELECOMMUNICATIONS RESELLERS,2010.0,1470907.6400000001
3000, FOOD (HEALTH) SUPPLEMENT STORES,2013.0,1471076.0499999998
3001, MOBILE FOOD SERVICES,2011.0,1471092.2699999998
3002, BLANK MAGNETIC AND OPTICAL RECORDING MEDIA MANUFACTURING,2016.0,1472725.1500000001
3003, FLOUR MIXES AND DOUGH MANUFACTURING FROM PURCHASED FLOUR,2012.0,1475364.1800000002
3004, RADIO NETWORKS,2016.0,1476837.7400000002
3005, HARDWOOD VENEER AND PLYWOOD MANUFACTURING,2016.0,1484523.0900000003
3006," SPECIAL DIE AND TOOL, DIE SET, JIG, AND FIXTURE MANUFACTURING",2013.0,1485280.8199999998
3007, NATURAL GAS LIQUID EXTRACTION,2016.0,1487521.33
3008, SOLID WASTE COMBUSTORS AND INCINERATORS,2015.0,1491370.7299999997
3009, NEW CAR DEALERS,2016.0,1493395.6099999999
3010, FREESTANDING AMBULATORY SURGICAL AND EMERGENCY CENTERS,2016.0,1497781.93
3011, ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES,2010.0,1497878.7
3012, CLAIMS ADJUSTING,2014.0,1498475.9200000002
3013, COMMUNITY FOOD SERVICES,2012.0,1501169.7600000002
3014, DIRECTORY AND MAILING LIST PUBLISHERS,2016.0,1501301.75
3015, SPORTING GOODS STORES,2016.0,1502138.05
3016, CIVIC AND SOCIAL ORGANIZATIONS,2010.0,1505487.0499999998
3017, SHOE STORES,2011.0,1505791.3099999998
3018, CELLULAR AND OTHER WIRELESS TELECOMMUNICATIONS,2013.0,1505898.21
3019, WOOD CONTAINER AND PALLET MANUFACTURING,2010.0,1506577.6299999997
3020," COMMERCIAL, INDUSTRIAL, AND INSTITUTIONAL ELECTRIC LIGHTING FIXTURE MANUFACTURING",2014.0,1506649.2600000002
3021," CROP HARVESTING, PRIMARILY BY MACHINE",2013.0,1507484.94
3022, PAINT AND COATING MANUFACTURING,2014.0,1510608.7200000004
3023, OTHER URBAN TRANSIT SYSTEMS,2013.0,1510872.0400000003
3024, FINFISH FISHING,2010.0,1511471.73
3025, PRINTING MACHINERY AND EQUIPMENT MANUFACTURING,2014.0,1512577.2100000007
3026, WAREHOUSE CLUBS AND SUPERCENTERS,2015.0,1514244.75
3027, RESIDENTIAL ELECTRIC LIGHTING FIXTURE MANUFACTURING,2016.0,1517095.0099999998
3028, CUT AND SEW APPAREL CONTRACTORS,2012.0,1518970.55
3029, CONFECTIONERY MANUFACTURING FROM PURCHASED CHOCOLATE,2016.0,1520112.0
3030, FOOTWEAR MERCHANT WHOLESALERS,2015.0,1523883.6199999999
3031, BOTTLED WATER MANUFACTURING,2010.0,1527662.7499999988
3032, NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),2014.0,1529001.85
3033, SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),2010.0,1533094.9900000002
3034, RECREATIONAL VEHICLE DEALERS,2010.0,1538227.52
3035, HAY FARMING,2016.0,1540694.33
3036, SUGARCANE MILLS,2012.0,1543668.82
3037, CREAMERY BUTTER MANUFACTURING,2013.0,1546655.0
3038, ADMINISTRATION OF EDUCATION PROGRAMS,2010.0,1547566.19
3039, ALL OTHER PETROLEUM AND COAL PRODUCTS MANUFACTURING,2012.0,1548495.7899999996
3040, OTHER MARINE FISHING,2012.0,1552121.8499999999
3041, COMMERCIAL FLEXOGRAPHIC PRINTING,2011.0,1555401.7599999998
3042, GASOLINE STATIONS WITH CONVENIENCE STORES,2016.0,1556461.2999999998
3043, ALL OTHER MISCELLANEOUS WOOD PRODUCT MANUFACTURING,2014.0,1556471.6600000001
3044, SMALL ELECTRICAL APPLIANCE MANUFACTURING,2013.0,1557537.3499999994
3045, MOTOR VEHICLE PARTS (USED) MERCHANT WHOLESALERS,2013.0,1561512.5200000003
3046, SOAP AND OTHER DETERGENT MANUFACTURING,2014.0,1563515.1500000001
3047, READY-MIX CONCRETE MANUFACTURING,2013.0,1565612.27
3048, HOME CENTERS,2013.0,1568047.89
3049," METAL KITCHEN COOKWARE, UTENSIL, CUTLERY, AND FLATWARE (EXCEPT PRECIOUS) MANUFACTURING",2015.0,1572193.6700000002
3050," GIFT, NOVELTY, AND SOUVENIR STORES",2015.0,1573438.13
3051, UNLAMINATED PLASTICS PROFILE SHAPE MANUFACTURING,2015.0,1574550.8199999996
3052, COMMERCIAL PRINTING (EXCEPT SCREEN AND BOOKS),2011.0,1576346.63
3053, LOGGING,2016.0,1576719.01
3054, VOLUNTARY HEALTH ORGANIZATIONS,2013.0,1576869.66
3055," ROPE, CORDAGE, TWINE, TIRE CORD, AND TIRE FABRIC MILLS",2015.0,1582534.4100000001
3056," KITCHEN UTENSIL, POT, AND PAN MANUFACTURING",2010.0,1585415.8299999998
3057, OTHER MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,2015.0,1587761.3699999999
3058, CONTINUING CARE RETIREMENT COMMUNITIES,2011.0,1588569.5
3059, QUICK PRINTING,2016.0,1588763.8199999998
3060, SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES,2015.0,1593237.9799999997
3061, OFFICES OF CHIROPRACTORS,2012.0,1596995.44
3062, BROADWOVEN FABRIC FINISHING MILLS,2014.0,1600980.45
3063," STATIONERY, TABLET, AND RELATED PRODUCT MANUFACTURING",2013.0,1602620.7099999997
3064, INDUSTRIAL AND PERSONAL SERVICE PAPER MERCHANT WHOLESALERS,2010.0,1602628.779999999
3065," OTHER SIMILAR ORGANIZATIONS (EXCEPT BUSINESS, PROFESSIONAL, LABOR, AND POLITICAL ORGANIZATIONS)",2010.0,1604200.2300000004
3066, HYDROELECTRIC POWER GENERATION,2016.0,1604514.6099999999
3067, TOILET PREPARATION MANUFACTURING,2016.0,1605981.69
3068, INTERURBAN AND RURAL BUS TRANSPORTATION,2011.0,1608737.0900000003
3069, BOOK STORES,2011.0,1614313.770000001
3070," CUT STOCK, RESAWING LUMBER, AND PLANING",2010.0,1630909.4900000002
3071, NAVIGATIONAL SERVICES TO SHIPPING,2014.0,1630969.54
3072, MARINE CARGO HANDLING,2015.0,1631785.0
3073, UNLAMINATED PLASTICS PROFILE SHAPE MANUFACTURING,2011.0,1633137.5400000003
3074, PLUMBING AND HEATING EQUIPMENT AND SUPPLIES (HYDRONICS) MERCHANT WHOLESALERS,2014.0,1635546.2899999996
3075, NURSERY AND TREE PRODUCTION,2010.0,1636823.6400000004
3076, LEATHER AND HIDE TANNING AND FINISHING,2013.0,1638092.0899999996
3077, OTHER COMMUNICATION AND ENERGY WIRE MANUFACTURING,2010.0,1639128.6199999996
3078," RADIO, TELEVISION, AND OTHER ELECTRONICS STORES",2013.0,1640831.93
3079, OFFICE SUPPLIES (EXCEPT PAPER) MANUFACTURING,2014.0,1641858.0399999996
3080, OTHER CONSTRUCTION MATERIAL MERCHANT WHOLESALERS,2015.0,1646166.23
3081, MARINAS,2012.0,1646422.9000000001
3082, LAND SUBDIVISION,2010.0,1648305.73
3083, LABOR UNIONS AND SIMILAR LABOR ORGANIZATIONS,2012.0,1652295.9399999997
3084, WOOD PRESERVATION,2016.0,1657874.2799999996
3085, MINERAL WOOL MANUFACTURING,2013.0,1659613.5
3086, SPRING (LIGHT GAUGE) MANUFACTURING,2012.0,1660441.72
3087," MOTORCYCLE, BICYCLE, AND PARTS MANUFACTURING",2013.0,1660526.6999999995
3088, LEAD PENCIL AND ART GOOD MANUFACTURING,2011.0,1661132.0199999998
3089, RADIO NETWORKS,2015.0,1664440.9100000001
3090, INDUSTRIAL MOLD MANUFACTURING,2012.0,1666831.3199999998
3091," SCENIC AND SIGHTSEEING TRANSPORTATION, WATER",2012.0,1667088.5299999998
3092, SPORTS AND RECREATION INSTRUCTION,2016.0,1668408.22
3093, INDUSTRIAL LAUNDERERS,2014.0,1669393.7900000003
3094, CHARTER BUS INDUSTRY,2010.0,1677464.86
3095, MATTRESS MANUFACTURING,2014.0,1677702.45
3096, INDUSTRIAL VALVE MANUFACTURING,2014.0,1678375.5399999996
3097, CERAMIC WALL AND FLOOR TILE MANUFACTURING,2012.0,1678400.7000000025
3098, CRUSHED AND BROKEN GRANITE MINING AND QUARRYING,2011.0,1680347.1199999999
3099, PACKAGING MACHINERY MANUFACTURING,2016.0,1685024.2999999998
3100, CEMENT MANUFACTURING,2012.0,1687532.2799999998
3101, BURIAL CASKET MANUFACTURING,2011.0,1687789.91
3102, AUTOMOTIVE PARTS AND ACCESSORIES STORES,2010.0,1690311.6899999995
3103, REGULATION OF AGRICULTURAL MARKETING AND COMMODITIES,2016.0,1693384.9300000002
3104," SPECIAL DIE AND TOOL, DIE SET, JIG, AND FIXTURE MANUFACTURING",2016.0,1696285.12
3105, ENGINEERED WOOD MEMBER (EXCEPT TRUSS) MANUFACTURING,2012.0,1701359.79
3106, MEN'S CLOTHING STORES,2016.0,1701620.38
3107, CLOTHING ACCESSORIES STORES,2010.0,1701944.3500000003
3108, SURFACE ACTIVE AGENT MANUFACTURING,2011.0,1702442.8099999982
3109," ROOFING, SIDING, AND SHEET METAL CONTRACTORS",2013.0,1702530.0
3110, COMMERCIAL LITHOGRAPHIC PRINTING,2015.0,1703995.77
3111, ALL OTHER NONMETALLIC MINERAL MINING,2012.0,1706166.9200000002
3112, COMMERCIAL PRINTING (EXCEPT SCREEN AND BOOKS),2014.0,1707872.7200000002
3113, WELDING AND SOLDERING EQUIPMENT MANUFACTURING,2015.0,1715356.7100000002
3114, TELEMARKETING BUREAUS AND OTHER CONTACT CENTERS,2014.0,1717982.7
3115, SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,2013.0,1722534.6599999997
3116, INLAND WATER PASSENGER TRANSPORTATION,2013.0,1726395.5
3117, PLASTICS AND RUBBER INDUSTRY MACHINERY MANUFACTURING,2014.0,1739723.95
3118, TOTALIZING FLUID METER AND COUNTING DEVICE MANUFACTURING,2014.0,1740088.7100000002
3119, SOLID WASTE LANDFILL,2014.0,1740436.1500000001
3120, AIR PURIFICATION EQUIPMENT MANUFACTURING,2010.0,1740445.7199999997
3121, POLYSTYRENE FOAM PRODUCT MANUFACTURING,2016.0,1740966.1600000004
3122, OTHER SOUND RECORDING INDUSTRIES,2016.0,1743801.0700000003
3123, TRADEBINDING AND RELATED WORK,2012.0,1745173.95
3124, MOTOR VEHICLE TRANSMISSION AND POWER TRAIN PARTS MANUFACTURING,2010.0,1745916.06
3125," CAFETERIAS, GRILL BUFFETS, AND BUFFETS",2015.0,1746235.31
3126," MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES WHOLESALERS",2011.0,1748094.2799999998
3127, HOUSEHOLD APPLIANCE STORES,2015.0,1749018.0
3128, MOTOR VEHICLE SEATING AND INTERIOR TRIM MANUFACTURING,2015.0,1750089.84
3129, MOTOR VEHICLE BRAKE SYSTEM MANUFACTURING,2015.0,1751526.6500000001
3130, OUTDOOR POWER EQUIPMENT STORES,2012.0,1751868.32
3131, OTHER COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING,2014.0,1754991.7200000002
3132, SPORTS TEAMS AND CLUBS,2013.0,1755475.43
3133, ,2014.0,1755613.92
3134, OTHER HOUSEHOLD TEXTILE PRODUCT MILLS,2010.0,1758579.7700000003
3135," GIFT, NOVELTY, AND SOUVENIR STORES",2013.0,1759948.21
3136," LUMBER, PLYWOOD, MILLWORK, AND WOOD PANEL MERCHANT WHOLESALERS",2014.0,1761698.56
3137," OTHER DIRECT INSURANCE (EXCEPT LIFE, HEALTH, AND MEDICAL) CARRIERS",2011.0,1762684.15
3138, ALL OTHER MOTOR VEHICLE PARTS MANUFACTURING,2016.0,1763545.9799999993
3139, OTHER CLOTHING STORES,2016.0,1765061.4899999998
3140, MASONRY CONTRACTORS,2014.0,1769611.3100000003
3141, PAPERBOARD MILLS,2012.0,1773977.1900000002
3142, FUNERAL HOMES AND FUNERAL SERVICES,2013.0,1774105.069999999
3143, UPHOLSTERED HOUSEHOLD FURNITURE MANUFACTURING,2016.0,1777450.0200000003
3144, BALL AND ROLLER BEARING MANUFACTURING,2014.0,1778208.44
3145, CONTINUING CARE RETIREMENT COMMUNITIES,2015.0,1778598.3600000003
3146, GLASS AND GLAZING CONTRACTORS,2016.0,1779279.02
3147, SPICE AND EXTRACT MANUFACTURING,2013.0,1780660.4300000002
3148, TIMBER TRACT OPERATIONS,2011.0,1780884.6199999996
3149, MACHINE SHOPS,2014.0,1781071.7200000002
3150, ART DEALERS,2014.0,1784814.93
3151, ALL OTHER PETROLEUM AND COAL PRODUCTS MANUFACTURING,2011.0,1790945.9599999997
3152, SPORTING AND RECREATIONAL GOODS AND SUPPLIES MERCHANT WHOLESALERS,2014.0,1794493.0799999991
3153, CARPET AND UPHOLSTERY CLEANING SERVICES,2016.0,1795802.0
3154, COMMERCIAL LITHOGRAPHIC PRINTING,2010.0,1797581.3199999998
3155, RENDERING AND MEAT BYPRODUCT PROCESSING,2016.0,1798898.85
3156, HOUSEHOLD COOKING APPLIANCE MANUFACTURING,2013.0,1801694.8999999994
3157, COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE WHOLESALERS,2016.0,1803250.96
3158, RESIDENTIAL PROPERTY MANAGERS,2015.0,1805588.8200000003
3159, ELECTRONICS STORES,2016.0,1805650.6399999987
3160, OTHER GASOLINE STATIONS,2014.0,1805710.2399999998
3161, SANITARY PAPER PRODUCT MANUFACTURING,2010.0,1806307.5900000003
3162, ELECTRON TUBE MANUFACTURING,2015.0,1806736.0
3163, UNCOATED PAPER AND MULTIWALL BAG MANUFACTURING,2013.0,1813517.3700000003
3164, OFFICES OF OTHER HOLDING COMPANIES,2011.0,1820687.65
3165, METAL HOUSEHOLD FURNITURE MANUFACTURING,2010.0,1823144.78
3166," BLANKBOOK, LOOSELEAF BINDERS, AND DEVICES MANUFACTURING",2011.0,1823609.5299999998
3167, TILE AND TERRAZZO CONTRACTORS,2016.0,1824729.0799999996
3168, MAIL-ORDER HOUSES,2012.0,1825442.5799999994
3169, CASINO HOTELS,2016.0,1825815.2899999998
3170, DIMENSION STONE MINING AND QUARRYING,2010.0,1830522.1400000001
3171, MUSIC PUBLISHERS,2015.0,1831272.3599999999
3172, EXECUTIVE OFFICES,2011.0,1831631.8299999998
3173, ALL OTHER NONMETALLIC MINERAL MINING,2011.0,1833315.4
3174, SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,2010.0,1836236.65
3175," NURSERY, GARDEN CENTER, AND FARM SUPPLY STORES",2013.0,1838122.2199999993
3176, ASSISTED LIVING FACILITIES FOR THE ELDERLY,2011.0,1839406.1800000002
3177, OTHER CONCRETE PRODUCT MANUFACTURING,2014.0,1842052.5
3178, CUSTOM ARCHITECTURAL WOODWORK AND MILLWORK MANUFACTURING,2012.0,1842125.2899999998
3179, FERTILIZER (MIXING ONLY) MANUFACTURING,2014.0,1842359.68
3180, COMMUTER RAIL SYSTEMS,2014.0,1844569.49
3181, FROZEN SPECIALTY FOOD MANUFACTURING,2014.0,1844811.33
3182, MACHINE SHOPS,2010.0,1849079.0699999998
3183, FRESH AND FROZEN SEAFOOD PROCESSING,2013.0,1851529.4600000004
3184, FARM MANAGEMENT SERVICES,2016.0,1851931.81
3185, OFFICES OF NOTARIES,2012.0,1852550.0
3186, MINING MACHINERY AND EQUIPMENT MANUFACTURING,2011.0,1853182.4700000002
3187, ALL OTHER SPECIAL TRADE CONTRACTORS,2012.0,1854838.4
3188, ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING,2014.0,1856735.5700000003
3189, PREPRESS SERVICES,2011.0,1857167.65
3190, COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE WHOLESALERS,2015.0,1857470.52
