,naics_code,fiscal_year,base_and_all_options_value
10941," REGULATION AND ADMINISTRATION OF COMMUNICATIONS, ELECTRIC, GAS, AND OTHER UTILITIES",2009,86518759.26000004
10942, COMPUTER SYSTEMS DESIGN SERVICES,2000,86778129.07
10943, SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),2004,86837273.16000001
10944, LESSORS OF OTHER REAL ESTATE PROPERTY,2008,87180076.96000001
10945, ALL OTHER INFORMATION SERVICES,2005,87343282.86999999
10946, DATA PROCESSING SERVICES,2005,87364334.99999999
10947, PETROLEUM REFINERIES,2007,87480149.14000002
10948, COMPUTER STORAGE DEVICE MANUFACTURING,2006,87598837.99999979
10949, PAINTING AND WALL COVERING CONTRACTORS,2006,87920873.59000002
10950, ADMINISTRATION OF PUBLIC HEALTH PROGRAMS,2008,87963956.12
10951, OTHER MEASURING AND CONTROLLING DEVICE MANUFACTURING,2003,88013578.73
10952, COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE MERCHANT WHOLESALERS,2004,88039835.28000003
10953, ELECTRIC BULK POWER TRANSMISSION AND CONTROL,2009,88399027.11999999
10954, FOSSIL FUEL ELECTRIC POWER GENERATION,2006,88640657.67000002
10955," FINANCIAL TRANSACTIONS PROCESSING, RESERVE, AND CLEARINGHOUSE ACTIVITIES",2006,89030893.14999999
10956," SPEED CHANGER, INDUSTRIAL HIGH-SPEED DRIVE, AND GEAR MANUFACTURING",2009,89055975.52000003
10957, SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,2004,89058431.24999997
10958, MARINE CARGO HANDLING,2009,89330029.64
10959, SEWAGE TREATMENT FACILITIES,2007,89466321.26000008
10960, BOOK PUBLISHERS,2009,89553858.81000012
10961, PRINTED CIRCUIT ASSEMBLY (ELECTRONIC ASSEMBLY) MANUFACTURING,2006,89579117.00999998
10962, ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,2005,89691102.96999992
10963, TELEPHONE APPARATUS MANUFACTURING,2008,89866015.82999998
10964, ROOFING CONTRACTORS,2008,89873757.03
10965, ALL OTHER INFORMATION SERVICES,2008,90010913.33000001
10966, PERIODICAL PUBLISHERS,2007,90085132.62000006
10967," GENERAL FREIGHT TRUCKING, LOCAL",2007,90427021.14999998
10968, ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING,2006,90562526.6
10969, IN-VITRO DIAGNOSTIC SUBSTANCE MANUFACTURING,2007,90607919.77999987
10970, OTHER COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING,2006,90828568.99000113
10971," DATA PROCESSING, HOSTING, AND RELATED SERVICES",2003,90835233.53000006
10972," POWER, DISTRIBUTION, AND SPECIALTY TRANSFORMER MANUFACTURING",2009,90859911.86999999
10973, TURBINE AND TURBINE GENERATOR SET UNITS MANUFACTURING,2009,90990087.32000001
10974, COMMERCIAL BAKERIES,2007,91888040.56999983
10975, BUILDING INSPECTION SERVICES,2007,92055942.49000004
10976, RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,2002,92150763.69
10977, NATURAL GAS DISTRIBUTION,2004,92274656.87
10978, ,2005,92283621.00999998
10979, INDUSTRIAL MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS,2009,92636889.29999992
10980," MILITARY ARMORED VEHICLE, TANK, AND TANK COMPONENT MANUFACTURING",2003,92831757.0
10981, WOOD OFFICE FURNITURE MANUFACTURING,2006,93310300.18999988
10982, TRANSPORTATION EQUIPMENT AND SUPPLIES (EXCEPT MOTOR VEHICLE) MERCHANT WHOLESALERS,2007,93317472.31999993
10983," CONSTRUCTION, MINING, AND FORESTRY MACHINERY AND EQUIPMENT RENTAL AND LEASING",2007,93390679.85
10984, SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2008,93394985.50999975
10985, BALL AND ROLLER BEARING MANUFACTURING,2009,93668312.83999999
10986, STORAGE BATTERY MANUFACTURING,2007,93846782.90000002
10987, ALL OTHER OUTPATIENT CARE CENTERS,2005,93868101.82999998
10988, POULTRY PROCESSING,2004,93880862.12000002
10989, MEN'S AND BOYS' CUT AND SEW OTHER OUTERWEAR MANUFACTURING,2007,93897406.75
10990, BIOLOGICAL PRODUCT (EXCEPT DIAGNOSTIC) MANUFACTURING,2009,93910765.12999997
10991, FATS AND OILS REFINING AND BLENDING,2004,94065806.33000003
10992, COLLECTION AGENCIES,2005,94250265.83
10993, ELECTRIC BULK POWER TRANSMISSION AND CONTROL,2007,94512250.47
10994, HOME HEALTH EQUIPMENT RENTAL,2009,94515028.62999997
10995, ALL OTHER MISCELLANEOUS GENERAL PURPOSE MACHINERY MANUFACTURING,2008,94523449.5400001
10996, FATS AND OILS REFINING AND BLENDING,2005,94579543.04000002
10997," OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",2009,94734348.94999996
10998, ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS MANUFACTURING,2005,94780015.60000001
10999, TELEPHONE ANSWERING SERVICES,2007,94883089.99
11000, CARBON PAPER AND INKED RIBBON MANUFACTURING,2003,95193214.75999999
11001, ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,2004,95380324.30999993
11002, OTHER INDIVIDUAL AND FAMILY SERVICES,2007,95518972.94
11003, GRAIN AND FIELD BEAN MERCHANT WHOLESALERS,2004,95527314.54000004
11004, OTHER WAREHOUSING AND STORAGE,2005,95579079.92000003
11005, BLOOD AND ORGAN BANKS,2006,95607756.47000001
11006, GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,2008,95717260.55
11007, SPECIAL NEEDS TRANSPORTATION,2009,95730647.31999998
11008, OTHER SUPPORT ACTIVITIES FOR WATER TRANSPORTATION,2009,95758914.19999987
11009, OTHER SERVICES TO BUILDINGS AND DWELLINGS,2009,96033566.94000001
11010, ADMINISTRATION OF PUBLIC HEALTH PROGRAMS,2007,96088162.90999997
11011, MACHINE TOOL (METAL CUTTING TYPES) MANUFACTURING,2007,96130470.4700014
11012, WATER AND SEWER LINE AND RELATED STRUCTURES CONSTRUCTION,2008,96153995.26000004
11013, COURIERS AND EXPRESS DELIVERY SERVICES,2009,96241885.37999986
11014, OIL AND GAS PIPELINE AND RELATED STRUCTURES CONSTRUCTION,2009,96338808.03999998
11015, MARKETING RESEARCH AND PUBLIC OPINION POLLING,2009,96373924.47000001
11016, ADVERTISING AGENCIES,2008,96415056.13999997
11017, BOAT BUILDING,2006,96432758.92
11018, COMPUTER AND SOFTWARE STORES,2000,96642617.35
11019, PUBLIC RELATIONS AGENCIES,2003,96649041.00999999
11020, INDUSTRIAL BUILDING CONSTRUCTION,2005,96856890.46999998
11021, MACHINE TOOL (METAL CUTTING TYPES) MANUFACTURING,2009,97096677.74999999
11022, DIAGNOSTIC IMAGING CENTERS,2007,97139301.58999999
11023, SOFTWARE PUBLISHERS,2003,97405340.25999999
11024, BOAT BUILDING,2009,97717090.69999991
11025," COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",2005,97816805.67999999
11026, ALL OTHER MISCELLANEOUS AMBULATORY HEALTH CARE SERVICES,2003,97922525.57000001
11027, PRIMARY BATTERY MANUFACTURING,2007,97973008.74000031
11028," SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LONG-DISTANCE",2009,98014399.96
11029," HIGHWAY, STREET, AND BRIDGE CONSTRUCTION",2003,98024993.0
11030, MECHANICAL POWER TRANSMISSION EQUIPMENT MANUFACTURING,2007,98046298.10000001
11031, ELECTRONIC COMPUTER MANUFACTURING,2002,98321161.57000004
11032, COATED AND LAMINATED PACKAGING PAPER AND PLASTICS FILM MANUFACTURING,2009,98655628.35000002
11033, AMBULANCE SERVICES,2005,98660566.06000003
11034, DIAGNOSTIC IMAGING CENTERS,2005,99135710.23000006
11035, INDUSTRIAL MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS,2007,99193608.51000002
11036, OTHER SERVICES TO BUILDINGS AND DWELLINGS,2005,99202371.21999994
11037, INDUSTRIAL GAS MANUFACTURING,2009,99233497.46000005
11038, INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS,2006,99254274.56
11039, RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,2002,99286929.99
11040, FLOUR MILLING,2004,99417623.97999996
11041, ALL OTHER BUSINESS SUPPORT SERVICES,2004,99847699.23999998
11042," FINANCIAL TRANSACTIONS PROCESSING, RESERVE, AND CLEARINGHOUSE ACTIVITIES",2007,99992966.98
11043, CANVAS AND RELATED PRODUCT MILLS,2008,100092979.67999999
11044, ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,2003,100128180.62000015
11045, FATS AND OILS REFINING AND BLENDING,2007,100148698.80000003
11046, ALL OTHER MISCELLANEOUS FOOD MANUFACTURING,2007,100436233.11000001
11047, ALL OTHER MOTOR VEHICLE DEALERS,2009,100887555.71000002
11048, OTHER COMPUTER PERIPHERAL EQUIPMENT MANUFACTURING,2008,101279531.01000012
11049, ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,2005,101409624.56000008
11050, TEMPORARY HELP SERVICES,2008,101724734.0999999
11051, CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,2009,101851376.69999999
11052, HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,2005,101858465.36000003
11053, WIRED TELECOMMUNICATIONS CARRIERS,2009,101907325.19000012
11054, WIRED TELECOMMUNICATIONS CARRIERS,2004,102338845.8599999
11055, SOFTWARE PUBLISHERS,2004,102825033.24999996
11056, OTHER COMPUTER PERIPHERAL EQUIPMENT MANUFACTURING,2005,102973918.26999976
11057, HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,2008,102986662.19999987
11058, OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,2008,103104693.18999995
11059, OTHER SUPPORT ACTIVITIES FOR WATER TRANSPORTATION,2006,103297946.99999997
11060, OTHER RESIDENTIAL CARE FACILITIES,2006,103549714.77000004
11061, ALL OTHER BUSINESS SUPPORT SERVICES,2008,103720889.48000006
11062, TELECOMMUNICATIONS RESELLERS,2006,104047161.41000004
11063, SITE PREPARATION CONTRACTORS,2006,104146759.05999997
11064, OTHER ORDNANCE AND ACCESSORIES MANUFACTURING,2008,104178517.84000003
11065, OPTICAL INSTRUMENT AND LENS MANUFACTURING,2006,104205532.84999996
11066, BLOOD AND ORGAN BANKS,2007,104316443.51999998
11067, OTHER WAREHOUSING AND STORAGE,2006,104491483.52000003
11068, PERIODICAL PUBLISHERS,2009,104679867.16000012
11069, SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING,2009,104713824.77000003
11070, FLOUR MILLING,2005,104784049.74000001
11071, SATELLITE TELECOMMUNICATIONS,2006,105074405.66000003
11072, BOOK PUBLISHERS,2006,105232998.13000001
11073," HIGHWAY, STREET, AND BRIDGE CONSTRUCTION",2004,105295375.15000002
11074, RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,2003,105419568.12
11075, INVESTIGATION SERVICES,2005,105485009.96999998
11076, NONSCHEDULED CHARTERED FREIGHT AIR TRANSPORTATION,2006,105508106.49000004
11077, WIRED TELECOMMUNICATIONS CARRIERS,2006,105656234.07999994
11078, PROFESSIONAL ORGANIZATIONS,2009,105820163.43000005
11079, DATA PROCESSING SERVICES,2004,106010005.85000002
11080, OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,2004,106085309.73999996
11081, PLASTICS PIPE AND PIPE FITTING MANUFACTURING,2007,106208515.7499999
11082, FABRICATED STRUCTURAL METAL MANUFACTURING,2009,106331944.10000001
11083," GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",2007,106700849.35000001
11084, LANDSCAPING SERVICES,2008,107088984.88000003
11085, OFFICE ADMINISTRATIVE SERVICES,2004,107159321.99999996
11086, HAZARDOUS WASTE TREATMENT AND DISPOSAL,2005,107537463.34999998
11087, FRUIT AND VEGETABLE CANNING,2004,107649656.56
11088," COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",2008,107961989.32000002
11089, ANIMAL (EXCEPT POULTRY) SLAUGHTERING,2004,108086546.24000004
11090, BLOOD AND ORGAN BANKS,2009,108107569.71999998
11091, COURIERS AND EXPRESS DELIVERY SERVICES,2007,108139737.71999995
11092, TELECOMMUNICATIONS RESELLERS,2009,108395973.00999996
11093, OTHER ORDNANCE AND ACCESSORIES MANUFACTURING,2006,108874708.2
11094, GUIDED MISSILE AND SPACE VEHICLE PROPULSION UNIT AND PROPULSION UNIT PARTS MANUFACTURING,2009,109456078.04000002
11095, INDUSTRIAL GAS MANUFACTURING,2007,109654142.81
11096, AMBULANCE SERVICES,2006,109690870.21999997
11097, OTHER ACTIVITIES RELATED TO REAL ESTATE,2007,109775166.06000003
11098, SOFTWARE PUBLISHERS,2005,109895099.76999997
11099, CONVENTION AND TRADE SHOW ORGANIZERS,2006,109931732.51999997
11100, OTHER COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING,2008,110052950.92000036
11101, SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),2005,110720054.81000009
11102, NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),2007,110991603.46
11103, OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION,2004,111691336.88000001
11104, REMEDIATION SERVICES,2004,112098584.52000001
11105, AIR-CONDITIONING AND WARM AIR HEATING EQUIPMENT AND COMMERCIAL AND INDUSTRIAL REFRIGERATION EQUIPMENT MANUFACTURING,2009,112130226.28999998
11106, PACKING AND CRATING,2007,112159716.28999992
11107," GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS THAN TRUCKLOAD",2003,112401219.0
11108, ALL OTHER PLASTICS PRODUCT MANUFACTURING,2007,112613964.50999993
11109, OFFICES OF LAWYERS,2009,112732734.53999989
11110, OTHER TECHNICAL AND TRADE SCHOOLS,2008,112876060.98
11111, ALL OTHER TRANSIT AND GROUND PASSENGER TRANSPORTATION,2009,113027325.34000002
11112, OTHER TELECOMMUNICATIONS,2006,113138592.68
11113, SERVICE ESTABLISHMENT EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS,2009,113472841.5300001
11114, OTHER CONCRETE PRODUCT MANUFACTURING,2009,113582842.0
11115, OPTICAL INSTRUMENT AND LENS MANUFACTURING,2008,113846166.31
11116, OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,2005,114143957.05999997
11117, OFFICE MACHINERY AND EQUIPMENT RENTAL AND LEASING,2006,114495300.91999981
11118," NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM) ROLLING, DRAWING, AND EXTRUDING",2006,114713994.02999999
11119, RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY,2008,114850199.33000001
11120, SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),2008,114874828.45000012
11121," SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING",2006,114996924.21999998
11122, CARBON PAPER AND INKED RIBBON MANUFACTURING,2006,115097730.66000053
11123, OTHER MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,2007,115161558.21
11124, OFFICES OF DENTISTS,2007,115607820.03999999
11125," PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",2005,115703215.07000002
11126, OTHER CONSTRUCTION MATERIAL MERCHANT WHOLESALERS,2009,116030693.19999996
11127," SPEED CHANGER, INDUSTRIAL HIGH-SPEED DRIVE, AND GEAR MANUFACTURING",2007,116125780.55
11128, ALL OTHER TELECOMMUNICATIONS,2009,116295871.83999997
11129, COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,2002,116379244.11000001
11130, AUDIO AND VIDEO EQUIPMENT MANUFACTURING,2007,116386671.95
11131, PETROLEUM LUBRICATING OIL AND GREASE MANUFACTURING,2007,116583909.11999997
11132, PRINTED CIRCUIT ASSEMBLY (ELECTRONIC ASSEMBLY) MANUFACTURING,2009,116596081.30000001
11133, NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),2004,117220372.37999995
11134, ELECTRONIC COMPUTER MANUFACTURING,2000,117363709.26999998
11135, OTHER MEASURING AND CONTROLLING DEVICE MANUFACTURING,2008,117391000.60999994
11136," PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",2002,117514979.93
11137, FRUIT AND VEGETABLE CANNING,2005,117801670.98
11138, BALL AND ROLLER BEARING MANUFACTURING,2003,117862646.0
11139, WOOD OFFICE FURNITURE MANUFACTURING,2007,118245991.53999993
11140, OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,2003,118363959.04
11141, GENERAL MEDICAL AND SURGICAL HOSPITALS,2004,118494477.74
11142," SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",2002,118513581.0
11143, OTHER FARM PRODUCT RAW MATERIAL MERCHANT WHOLESALERS,2009,118814876.33999996
11144, CARBON PAPER AND INKED RIBBON MANUFACTURING,2009,118885359.61000036
11145, OTHER METAL CONTAINER MANUFACTURING,2009,119141292.01
11146, HARDWARE STORES,2006,119211726.9099995
11147, ALL OTHER PERSONAL SERVICES,2005,119294501.22
11148, PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,2009,119436224.15000021
11149," DATA PROCESSING, HOSTING, AND RELATED SERVICES",2001,119726453.38
11150, OTHER METAL CONTAINER MANUFACTURING,2007,119981431.66000001
11151, ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,2009,119984680.98000002
11152, PUBLIC RELATIONS AGENCIES,2005,120392024.79000002
11153, JANITORIAL SERVICES,2003,120436251.87000003
11154, MEN'S AND BOYS' CUT AND SEW APPAREL CONTRACTORS,2008,120687637.30000004
11155, ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,2008,120960591.25000034
11156, RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,2005,121727898.46000007
11157, PHARMACEUTICAL PREPARATION MANUFACTURING,2005,121922222.53000002
11158, DIRECT HEALTH AND MEDICAL INSURANCE CARRIERS,2007,121935797.65000004
11159, TESTING LABORATORIES,2005,123060808.79999995
11160," FROZEN FRUIT, JUICE, AND VEGETABLE MANUFACTURING",2009,123107600.92000003
11161, CELLULAR AND OTHER WIRELESS TELECOMMUNICATIONS,2006,123175507.6799999
11162, INVESTIGATION SERVICES,2006,123231187.17999998
11163, OTHER MANAGEMENT CONSULTING SERVICES,2001,123453566.90000002
11164, OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,2004,123514010.87000006
11165, IRON AND STEEL MILLS,2007,124494105.73000003
11166, EDUCATIONAL SUPPORT SERVICES,2004,124557693.61999996
11167, OTHER ELECTRONIC COMPONENT MANUFACTURING,2008,124564174.60999998
11168, SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES,2005,124710787.42
11169, TURBINE AND TURBINE GENERATOR SET UNITS MANUFACTURING,2007,124842140.55000009
11170, COMPUTER FACILITIES MANAGEMENT SERVICES,2003,125065701.50999996
11171, RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,2004,125381444.61000003
11172, SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES,2004,125438046.99
11173, SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,2003,125819529.08000001
11174, PUMP AND PUMPING EQUIPMENT MANUFACTURING,2009,126239364.36000001
11175, MEN'S FOOTWEAR (EXCEPT ATHLETIC) MANUFACTURING,2007,126259916.52000001
11176, NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,2006,126849762.87000005
11177, HOME HEALTH CARE SERVICES,2009,126912499.94999987
11178, PUBLIC RELATIONS AGENCIES,2002,127024006.76
11179, TIRE MANUFACTURING (EXCEPT RETREADING),2007,127322248.40999997
11180, PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,2007,127393516.41000031
11181, OTHER MANAGEMENT CONSULTING SERVICES,2002,128579788.92999999
11182, SHIP BUILDING AND REPAIRING,2005,128635653.40999998
11183, LABORATORY APPARATUS AND FURNITURE MANUFACTURING,2006,128724664.98999998
11184, PREFABRICATED METAL BUILDING AND COMPONENT MANUFACTURING,2006,128748157.17
11185," MILITARY ARMORED VEHICLE, TANK, AND TANK COMPONENT MANUFACTURING",2006,129293698.54999994
11186, AIR-CONDITIONING AND WARM AIR HEATING EQUIPMENT AND COMMERCIAL AND INDUSTRIAL REFRIGERATION EQUIPMENT MANUFACTURING,2007,129295030.17999993
11187, SOFT DRINK MANUFACTURING,2009,129329640.35999992
11188, ALL OTHER INDUSTRIAL MACHINERY MANUFACTURING,2009,129463154.93
11189, OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS,2006,129796828.88000007
11190, BUILDING INSPECTION SERVICES,2006,130051759.50000004
11191, SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES,2009,130071904.23000006
11192, OTHER ENGINE EQUIPMENT MANUFACTURING,2009,130147681.7099999
11193, OTHER RESIDENTIAL CARE FACILITIES,2004,130255338.91
11194, COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE,2005,130472277.22999994
11195," SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",2003,130707308.57
11196, EDUCATIONAL SUPPORT SERVICES,2005,130815397.60999994
11197, OTHER GUIDED MISSILE AND SPACE VEHICLE PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,2007,131129861.23
11198, SWITCHGEAR AND SWITCHBOARD APPARATUS MANUFACTURING,2007,131168819.45000006
11199, FLUID MILK MANUFACTURING,2007,131366064.92999995
11200, COMPUTER STORAGE DEVICE MANUFACTURING,2007,131640690.19000019
11201, ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,2005,131658130.58999987
11202, HARDWARE MANUFACTURING,2009,131775685.94000001
11203, ALL OTHER LEGAL SERVICES,2006,131914806.83999999
11204, OTHER WAREHOUSING AND STORAGE,2007,132371984.75000001
11205, OFFICE ADMINISTRATIVE SERVICES,2002,132858691.56999995
11206, INTERIOR DESIGN SERVICES,2005,133433315.03
11207, SPORTING AND ATHLETIC GOODS MANUFACTURING,2009,133745882.70999987
11208," INSTRUMENTS AND RELATED PRODUCTS MANUFACTURING FOR MEASURING, DISPLAYING, AND CONTROLLING INDUSTRIAL PROCESS VARIABLES",2009,134267888.87999985
11209, OTHER BUILDING EQUIPMENT CONTRACTORS,2009,134539651.4200001
11210, MEDICAL LABORATORIES,2006,135089775.10999995
11211," OTHER FOUNDATION, STRUCTURE, AND BUILDING EXTERIOR CONTRACTORS",2009,135164491.85999995
11212, ALL OTHER SPECIALTY TRADE CONTRACTORS,2005,135513584.03000012
11213, SWITCHGEAR AND SWITCHBOARD APPARATUS MANUFACTURING,2009,135675674.44000006
11214, FATS AND OILS REFINING AND BLENDING,2006,135754271.48999998
11215, NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,2004,135999624.05000004
11216, BALL AND ROLLER BEARING MANUFACTURING,2007,136112986.79999998
11217, OIL AND GAS PIPELINE AND RELATED STRUCTURES CONSTRUCTION,2007,136243335.48000002
11218, GENERAL WAREHOUSING AND STORAGE,2006,136805832.7699999
11219, PRINTING MACHINERY AND EQUIPMENT MANUFACTURING,2006,137847910.81999975
11220, HAND AND EDGE TOOL MANUFACTURING,2009,138650577.7899996
11221, OTHER SERVICES TO BUILDINGS AND DWELLINGS,2007,138733551.1599999
11222, TELECOMMUNICATIONS RESELLERS,2007,138993200.76999998
11223, RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,2008,139148113.38000003
11224, OFFICE SUPPLIES AND STATIONERY STORES,2005,139349552.00999755
11225, HAZARDOUS WASTE TREATMENT AND DISPOSAL,2006,139656027.27999997
11226, ALL OTHER OUTPATIENT CARE CENTERS,2009,140256217.81
11227, COMMUNICATION EQUIPMENT REPAIR AND MAINTENANCE,2006,140285208.04000002
11228, RESIDENTIAL REMODELERS,2006,140291314.68
11229, ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,2008,140403232.57
11230, POULTRY PROCESSING,2005,140536556.33999994
11231, SPORTING GOODS STORES,2009,141253367.82999992
11232, DIAGNOSTIC IMAGING CENTERS,2009,141576273.24
11233, ELECTRONIC COMPUTER MANUFACTURING,2003,141745682.03999987
11234, OFFICES OF REAL ESTATE AGENTS AND BROKERS,2009,142395186.51
11235, FATS AND OILS REFINING AND BLENDING,2009,142999240.42999998
11236, AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,2002,143419481.0
11237, OTHER RESIDENTIAL CARE FACILITIES,2005,143502478.93000007
11238, ALL OTHER SUPPORT SERVICES,2004,143564154.30999994
